REGIONTYPE,REGION,YEAR,WEEK,PERCENTWEIGHTEDILI,PERCENTUNWEIGHTEDILI,AGE04,AGE2549,AGE2564,AGE524,AGE5064,AGE65,ILITOTAL,NUMOFPROVIDERS,TOTALPATIENTS
States,Mississippi,2014,5,X,4.83694,X,X,X,X,X,X,663,43,13707
States,Missouri,2014,5,X,3.17951,X,X,X,X,X,X,257,26,8083
States,Montana,2014,5,X,0.145613,X,X,X,X,X,X,4,9,2747
States,Nebraska,2014,5,X,2.04842,X,X,X,X,X,X,55,15,2685
States,Nevada,2014,5,X,2.25962,X,X,X,X,X,X,427,42,18897
States,New Hampshire,2014,5,X,0.574205,X,X,X,X,X,X,26,26,4528
States,New Jersey,2014,5,X,3.57187,X,X,X,X,X,X,288,25,8063
States,New Mexico,2014,5,X,4.5808,X,X,X,X,X,X,542,28,11832
States,New York,2014,5,X,3.13798,X,X,X,X,X,X,574,157,18292
States,North Carolina,2014,5,X,2.90097,X,X,X,X,X,X,382,53,13168
States,North Dakota,2014,5,X,1.29291,X,X,X,X,X,X,29,12,2243
States,Ohio,2014,5,X,1.71574,X,X,X,X,X,X,250,53,14571
States,Oklahoma,2014,5,X,8.74261,X,X,X,X,X,X,340,21,3889
States,Oregon,2014,5,X,1.44202,X,X,X,X,X,X,49,17,3398
States,Pennsylvania,2014,5,X,2.83049,X,X,X,X,X,X,352,48,12436
States,Rhode Island,2014,5,X,1.09382,X,X,X,X,X,X,71,20,6491
States,South Carolina,2014,5,X,1.62555,X,X,X,X,X,X,85,15,5229
States,South Dakota,2014,5,X,2.2584,X,X,X,X,X,X,129,24,5712
States,Tennessee,2014,5,X,3.23936,X,X,X,X,X,X,316,54,9755
States,Texas,2014,5,X,4.69254,X,X,X,X,X,X,1920,120,40916
States,Utah,2014,5,X,2.5232,X,X,X,X,X,X,435,42,17240
States,Vermont,2014,5,X,4.62777,X,X,X,X,X,X,161,11,3479
States,Virginia,2014,5,X,3.69423,X,X,X,X,X,X,2599,112,70353
States,Washington,2014,5,X,1.72016,X,X,X,X,X,X,82,15,4767
States,West Virginia,2014,5,X,2.78674,X,X,X,X,X,X,354,44,12703
States,Wisconsin,2014,5,X,1.56174,X,X,X,X,X,X,64,32,4098
States,Wyoming,2014,5,X,2.07193,X,X,X,X,X,X,106,22,5116
States,Puerto Rico,2014,5,X,4.59418,X,X,X,X,X,X,30,1,653
States,Virgin Islands,2014,5,X,3.57143,X,X,X,X,X,X,13,1,364
States,New York City,2014,5,X,2.66786,X,X,X,X,X,X,2388,71,89510
States,Alabama,2014,6,X,3.62115,X,X,X,X,X,X,437,28,12068
States,Alaska,2014,6,X,1.60976,X,X,X,X,X,X,33,8,2050
States,Arizona,2014,6,X,2.64201,X,X,X,X,X,X,740,59,28009
States,Arkansas,2014,6,X,5.30612,X,X,X,X,X,X,169,14,3185
States,California,2014,6,X,3.83781,X,X,X,X,X,X,1628,137,42420
States,Colorado,2014,6,X,1.59832,X,X,X,X,X,X,357,11,22336
States,Connecticut,2014,6,X,3.27323,X,X,X,X,X,X,167,19,5102
States,Delaware,2014,6,X,2.98507,X,X,X,X,X,X,72,11,2412
States,District of Columbia,2014,6,X,9.0053,X,X,X,X,X,X,153,3,1699
States,Florida,2014,6,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2014,6,X,1.33199,X,X,X,X,X,X,343,36,25751
States,Hawaii,2014,6,X,5.58968,X,X,X,X,X,X,91,17,1628
States,Idaho,2014,6,X,2.09622,X,X,X,X,X,X,61,9,2910
States,Illinois,2014,6,X,2.09311,X,X,X,X,X,X,1120,108,53509
States,Indiana,2014,6,X,2.40204,X,X,X,X,X,X,198,39,8243
States,Iowa,2014,6,X,0.457302,X,X,X,X,X,X,141,20,30833
States,Kansas,2014,6,X,2.98964,X,X,X,X,X,X,176,32,5887
States,Kentucky,2014,6,X,1.05997,X,X,X,X,X,X,190,18,17925
States,Louisiana,2014,6,X,3.61763,X,X,X,X,X,X,1250,66,34553
States,Maine,2014,6,X,1.9725,X,X,X,X,X,X,99,31,5019
States,Maryland,2014,6,X,2.28933,X,X,X,X,X,X,282,26,12318
States,Massachusetts,2014,6,X,1.99802,X,X,X,X,X,X,525,55,26276
States,Michigan,2014,6,X,2.33985,X,X,X,X,X,X,366,54,15642
States,Minnesota,2014,6,X,2.15726,X,X,X,X,X,X,107,18,4960
States,Mississippi,2014,6,X,4.11217,X,X,X,X,X,X,698,41,16974
States,Missouri,2014,6,X,2.43792,X,X,X,X,X,X,162,24,6645
States,Montana,2014,6,X,0.518327,X,X,X,X,X,X,14,9,2701
States,Nebraska,2014,6,X,1.99442,X,X,X,X,X,X,50,15,2507
States,Nevada,2014,6,X,1.89535,X,X,X,X,X,X,351,42,18519
States,New Hampshire,2014,6,X,0.830816,X,X,X,X,X,X,33,26,3972
States,New Jersey,2014,6,X,3.41817,X,X,X,X,X,X,325,26,9508
States,New Mexico,2014,6,X,3.45948,X,X,X,X,X,X,426,30,12314
States,New York,2014,6,X,3.65359,X,X,X,X,X,X,586,162,16039
States,North Carolina,2014,6,X,1.7691,X,X,X,X,X,X,308,53,17410
States,North Dakota,2014,6,X,1.89639,X,X,X,X,X,X,41,11,2162
States,Ohio,2014,6,X,1.21782,X,X,X,X,X,X,176,53,14452
States,Oklahoma,2014,6,X,8.5917,X,X,X,X,X,X,327,21,3806
States,Oregon,2014,6,X,1.2931,X,X,X,X,X,X,42,18,3248
States,Pennsylvania,2014,6,X,2.51665,X,X,X,X,X,X,291,45,11563
States,Rhode Island,2014,6,X,1.44172,X,X,X,X,X,X,83,20,5757
States,South Carolina,2014,6,X,0.886173,X,X,X,X,X,X,58,16,6545
States,South Dakota,2014,6,X,1.97139,X,X,X,X,X,X,113,24,5732
States,Tennessee,2014,6,X,3.12792,X,X,X,X,X,X,301,52,9623
States,Texas,2014,6,X,4.15233,X,X,X,X,X,X,1774,119,42723
States,Utah,2014,6,X,2.47417,X,X,X,X,X,X,431,44,17420
States,Vermont,2014,6,X,3.84845,X,X,X,X,X,X,129,11,3352
States,Virginia,2014,6,X,3.28552,X,X,X,X,X,X,2146,105,65317
States,Washington,2014,6,X,1.64107,X,X,X,X,X,X,78,15,4753
States,West Virginia,2014,6,X,2.10362,X,X,X,X,X,X,270,42,12835
States,Wisconsin,2014,6,X,2.47756,X,X,X,X,X,X,138,36,5570
States,Wyoming,2014,6,X,1.52225,X,X,X,X,X,X,78,21,5124
States,Puerto Rico,2014,6,X,4.83384,X,X,X,X,X,X,32,1,662
States,Virgin Islands,2014,6,X,1.41844,X,X,X,X,X,X,6,1,423
States,New York City,2014,6,X,2.58455,X,X,X,X,X,X,2337,70,90422
States,Alabama,2014,7,X,3.06381,X,X,X,X,X,X,230,24,7507
States,Alaska,2014,7,X,1.71518,X,X,X,X,X,X,33,8,1924
States,Arizona,2014,7,X,2.37206,X,X,X,X,X,X,705,60,29721
States,Arkansas,2014,7,X,4.12917,X,X,X,X,X,X,156,13,3778
States,California,2014,7,X,3.46235,X,X,X,X,X,X,1357,131,39193
States,Colorado,2014,7,X,1.25705,X,X,X,X,X,X,292,11,23229
States,Connecticut,2014,7,X,2.31715,X,X,X,X,X,X,115,19,4963
States,Delaware,2014,7,X,2.2707,X,X,X,X,X,X,51,11,2246
States,District of Columbia,2014,7,X,7.20721,X,X,X,X,X,X,112,3,1554
States,Florida,2014,7,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2014,7,X,1.33795,X,X,X,X,X,X,205,35,15322
States,Hawaii,2014,7,X,5.77617,X,X,X,X,X,X,96,16,1662
States,Idaho,2014,7,X,1.22951,X,X,X,X,X,X,39,10,3172
States,Illinois,2014,7,X,2.02027,X,X,X,X,X,X,1146,107,56725
States,Indiana,2014,7,X,1.94611,X,X,X,X,X,X,156,38,8016
States,Iowa,2014,7,X,0.419744,X,X,X,X,X,X,133,22,31686
States,Kansas,2014,7,X,2.26361,X,X,X,X,X,X,158,33,6980
States,Kentucky,2014,7,X,0.777628,X,X,X,X,X,X,156,19,20061
States,Louisiana,2014,7,X,2.96206,X,X,X,X,X,X,1026,61,34638
States,Maine,2014,7,X,1.82579,X,X,X,X,X,X,96,32,5258
States,Maryland,2014,7,X,1.95654,X,X,X,X,X,X,190,25,9711
States,Massachusetts,2014,7,X,1.65155,X,X,X,X,X,X,466,58,28216
States,Michigan,2014,7,X,2.38357,X,X,X,X,X,X,325,49,13635
States,Minnesota,2014,7,X,2.13796,X,X,X,X,X,X,106,17,4958
States,Mississippi,2014,7,X,3.7958,X,X,X,X,X,X,635,44,16729
States,Missouri,2014,7,X,2.00081,X,X,X,X,X,X,148,23,7397
States,Montana,2014,7,X,0.143885,X,X,X,X,X,X,4,9,2780
States,Nebraska,2014,7,X,1.21046,X,X,X,X,X,X,31,15,2561
States,Nevada,2014,7,X,1.47948,X,X,X,X,X,X,279,42,18858
States,New Hampshire,2014,7,X,0.363542,X,X,X,X,X,X,14,25,3851
States,New Jersey,2014,7,X,3.34581,X,X,X,X,X,X,286,24,8548
States,New Mexico,2014,7,X,4.35127,X,X,X,X,X,X,385,23,8848
States,New York,2014,7,X,2.90014,X,X,X,X,X,X,449,163,15482
States,North Carolina,2014,7,X,2.06718,X,X,X,X,X,X,240,51,11610
States,North Dakota,2014,7,X,0.729927,X,X,X,X,X,X,17,11,2329
States,Ohio,2014,7,X,1.2954,X,X,X,X,X,X,209,51,16134
States,Oklahoma,2014,7,X,3.5958,X,X,X,X,X,X,137,20,3810
States,Oregon,2014,7,X,0.794378,X,X,X,X,X,X,26,15,3273
States,Pennsylvania,2014,7,X,1.97179,X,X,X,X,X,X,260,48,13186
States,Rhode Island,2014,7,X,1.06366,X,X,X,X,X,X,65,20,6111
States,South Carolina,2014,7,X,0.951452,X,X,X,X,X,X,39,15,4099
States,South Dakota,2014,7,X,1.9942,X,X,X,X,X,X,110,24,5516
States,Tennessee,2014,7,X,2.31049,X,X,X,X,X,X,210,53,9089
States,Texas,2014,7,X,4.02182,X,X,X,X,X,X,1659,117,41250
States,Utah,2014,7,X,2.48033,X,X,X,X,X,X,435,43,17538
States,Vermont,2014,7,X,3.48042,X,X,X,X,X,X,112,11,3218
States,Virginia,2014,7,X,3.13499,X,X,X,X,X,X,2070,110,66029
States,Washington,2014,7,X,1.43451,X,X,X,X,X,X,69,15,4810
States,West Virginia,2014,7,X,2.19595,X,X,X,X,X,X,273,44,12432
States,Wisconsin,2014,7,X,1.8717,X,X,X,X,X,X,110,34,5877
States,Wyoming,2014,7,X,1.4562,X,X,X,X,X,X,64,20,4395
States,Puerto Rico,2014,7,X,5.02035,X,X,X,X,X,X,37,1,737
States,Virgin Islands,2014,7,X,1.92308,X,X,X,X,X,X,8,1,416
States,New York City,2014,7,X,2.37673,X,X,X,X,X,X,2011,66,84612
States,Alabama,2014,8,X,1.96498,X,X,X,X,X,X,239,27,12163
States,Alaska,2014,8,X,0.664084,X,X,X,X,X,X,12,7,1807
States,Arizona,2014,8,X,2.05059,X,X,X,X,X,X,578,60,28187
States,Arkansas,2014,8,X,2.90946,X,X,X,X,X,X,116,13,3987
States,California,2014,8,X,3.38719,X,X,X,X,X,X,1176,127,34719
States,Colorado,2014,8,X,0.978969,X,X,X,X,X,X,236,11,24107
States,Connecticut,2014,8,X,2.9813,X,X,X,X,X,X,118,20,3958
States,Delaware,2014,8,X,1.72612,X,X,X,X,X,X,45,11,2607
States,District of Columbia,2014,8,X,7.97153,X,X,X,X,X,X,112,3,1405
States,Florida,2014,8,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2014,8,X,0.829436,X,X,X,X,X,X,188,36,22666
States,Hawaii,2014,8,X,8.10466,X,X,X,X,X,X,127,16,1567
States,Idaho,2014,8,X,1.60794,X,X,X,X,X,X,47,9,2923
States,Illinois,2014,8,X,2.07339,X,X,X,X,X,X,1182,107,57008
States,Indiana,2014,8,X,1.96205,X,X,X,X,X,X,152,37,7747
States,Iowa,2014,8,X,0.387294,X,X,X,X,X,X,114,20,29435
States,Kansas,2014,8,X,2.19104,X,X,X,X,X,X,153,32,6983
States,Kentucky,2014,8,X,0.829515,X,X,X,X,X,X,172,19,20735
States,Louisiana,2014,8,X,2.76318,X,X,X,X,X,X,920,60,33295
States,Maine,2014,8,X,1.86074,X,X,X,X,X,X,93,32,4998
States,Maryland,2014,8,X,1.37195,X,X,X,X,X,X,144,24,10496
States,Massachusetts,2014,8,X,1.45711,X,X,X,X,X,X,353,58,24226
States,Michigan,2014,8,X,2.53917,X,X,X,X,X,X,376,53,14808
States,Minnesota,2014,8,X,2.65642,X,X,X,X,X,X,121,18,4555
States,Mississippi,2014,8,X,3.02017,X,X,X,X,X,X,533,43,17648
States,Missouri,2014,8,X,1.68301,X,X,X,X,X,X,127,23,7546
States,Montana,2014,8,X,0.331538,X,X,X,X,X,X,8,9,2413
States,Nebraska,2014,8,X,0.808081,X,X,X,X,X,X,20,15,2475
States,Nevada,2014,8,X,1.02141,X,X,X,X,X,X,188,40,18406
States,New Hampshire,2014,8,X,0.516917,X,X,X,X,X,X,22,25,4256
States,New Jersey,2014,8,X,2.57067,X,X,X,X,X,X,261,26,10153
States,New Mexico,2014,8,X,3.13152,X,X,X,X,X,X,360,29,11496
States,New York,2014,8,X,1.88879,X,X,X,X,X,X,304,164,16095
States,North Carolina,2014,8,X,1.4358,X,X,X,X,X,X,244,51,16994
States,North Dakota,2014,8,X,1.75953,X,X,X,X,X,X,36,10,2046
States,Ohio,2014,8,X,0.976909,X,X,X,X,X,X,154,51,15764
States,Oklahoma,2014,8,X,5.38348,X,X,X,X,X,X,219,18,4068
States,Oregon,2014,8,X,0.880432,X,X,X,X,X,X,31,17,3521
States,Pennsylvania,2014,8,X,1.78917,X,X,X,X,X,X,268,49,14979
States,Rhode Island,2014,8,X,0.723327,X,X,X,X,X,X,40,20,5530
States,South Carolina,2014,8,X,0.578668,X,X,X,X,X,X,37,16,6394
States,South Dakota,2014,8,X,1.83036,X,X,X,X,X,X,112,24,6119
States,Tennessee,2014,8,X,1.50353,X,X,X,X,X,X,145,51,9644
States,Texas,2014,8,X,3.86342,X,X,X,X,X,X,1713,118,44339
States,Utah,2014,8,X,2.7389,X,X,X,X,X,X,456,43,16649
States,Vermont,2014,8,X,2.76364,X,X,X,X,X,X,76,9,2750
States,Virginia,2014,8,X,2.68339,X,X,X,X,X,X,2043,111,76135
States,Washington,2014,8,X,1.51721,X,X,X,X,X,X,67,15,4416
States,West Virginia,2014,8,X,1.78596,X,X,X,X,X,X,257,44,14390
States,Wisconsin,2014,8,X,2.24364,X,X,X,X,X,X,135,33,6017
States,Wyoming,2014,8,X,1.47792,X,X,X,X,X,X,80,23,5413
States,Puerto Rico,2014,8,X,3.72272,X,X,X,X,X,X,29,1,779
States,Virgin Islands,2014,8,X,2.20386,X,X,X,X,X,X,8,1,363
States,New York City,2014,8,X,2.28816,X,X,X,X,X,X,2055,68,89810
States,Alabama,2014,9,X,2.17243,X,X,X,X,X,X,223,25,10265
States,Alaska,2014,9,X,0.84246,X,X,X,X,X,X,20,9,2374
States,Arizona,2014,9,X,2.0401,X,X,X,X,X,X,581,58,28479
States,Arkansas,2014,9,X,2.24778,X,X,X,X,X,X,86,11,3826
States,California,2014,9,X,3.03955,X,X,X,X,X,X,1165,125,38328
States,Colorado,2014,9,X,1.05669,X,X,X,X,X,X,263,11,24889
States,Connecticut,2014,9,X,2.43843,X,X,X,X,X,X,100,17,4101
States,Delaware,2014,9,X,1.86263,X,X,X,X,X,X,48,11,2577
States,District of Columbia,2014,9,X,8.52626,X,X,X,X,X,X,151,2,1771
States,Florida,2014,9,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2014,9,X,0.902047,X,X,X,X,X,X,234,36,25941
States,Hawaii,2014,9,X,6.84524,X,X,X,X,X,X,115,15,1680
States,Idaho,2014,9,X,1.4071,X,X,X,X,X,X,44,9,3127
States,Illinois,2014,9,X,2.04208,X,X,X,X,X,X,1186,107,58078
States,Indiana,2014,9,X,1.77923,X,X,X,X,X,X,152,36,8543
States,Iowa,2014,9,X,0.300725,X,X,X,X,X,X,102,21,33918
States,Kansas,2014,9,X,2.09873,X,X,X,X,X,X,142,28,6766
States,Kentucky,2014,9,X,0.447359,X,X,X,X,X,X,103,16,23024
States,Louisiana,2014,9,X,2.70049,X,X,X,X,X,X,757,54,28032
States,Maine,2014,9,X,1.40138,X,X,X,X,X,X,81,32,5780
States,Maryland,2014,9,X,1.40081,X,X,X,X,X,X,160,24,11422
States,Massachusetts,2014,9,X,1.2469,X,X,X,X,X,X,372,55,29834
States,Michigan,2014,9,X,1.90937,X,X,X,X,X,X,292,51,15293
States,Minnesota,2014,9,X,1.96669,X,X,X,X,X,X,98,18,4983
States,Mississippi,2014,9,X,3.02302,X,X,X,X,X,X,541,44,17896
States,Missouri,2014,9,X,1.63679,X,X,X,X,X,X,126,23,7698
States,Montana,2014,9,X,0.15625,X,X,X,X,X,X,4,9,2560
States,Nebraska,2014,9,X,0.574713,X,X,X,X,X,X,15,15,2610
States,Nevada,2014,9,X,1.07607,X,X,X,X,X,X,203,41,18865
States,New Hampshire,2014,9,X,0.374964,X,X,X,X,X,X,13,22,3467
States,New Jersey,2014,9,X,2.72978,X,X,X,X,X,X,297,25,10880
States,New Mexico,2014,9,X,2.35196,X,X,X,X,X,X,282,28,11990
States,New York,2014,9,X,1.54231,X,X,X,X,X,X,271,163,17571
States,North Carolina,2014,9,X,1.43214,X,X,X,X,X,X,235,50,16409
States,North Dakota,2014,9,X,0.569981,X,X,X,X,X,X,9,9,1579
States,Ohio,2014,9,X,1.12666,X,X,X,X,X,X,186,51,16509
States,Oklahoma,2014,9,X,3.79888,X,X,X,X,X,X,170,19,4475
States,Oregon,2014,9,X,0.473274,X,X,X,X,X,X,17,16,3592
States,Pennsylvania,2014,9,X,1.69503,X,X,X,X,X,X,247,46,14572
States,Rhode Island,2014,9,X,0.443561,X,X,X,X,X,X,29,20,6538
States,South Carolina,2014,9,X,0.207138,X,X,X,X,X,X,13,15,6276
States,South Dakota,2014,9,X,1.52961,X,X,X,X,X,X,93,24,6080
States,Tennessee,2014,9,X,1.38577,X,X,X,X,X,X,148,52,10680
States,Texas,2014,9,X,3.97478,X,X,X,X,X,X,1677,113,42191
States,Utah,2014,9,X,2.04691,X,X,X,X,X,X,391,44,19102
States,Vermont,2014,9,X,3.46691,X,X,X,X,X,X,77,9,2221
States,Virginia,2014,9,X,2.44837,X,X,X,X,X,X,1712,109,69924
States,Washington,2014,9,X,0.580191,X,X,X,X,X,X,28,14,4826
States,West Virginia,2014,9,X,1.4445,X,X,X,X,X,X,206,42,14261
States,Wisconsin,2014,9,X,2.44775,X,X,X,X,X,X,171,34,6986
States,Wyoming,2014,9,X,1.01649,X,X,X,X,X,X,53,22,5214
States,Puerto Rico,2014,9,X,4.20499,X,X,X,X,X,X,32,1,761
States,Virgin Islands,2014,9,X,2.12264,X,X,X,X,X,X,9,1,424
States,New York City,2014,9,X,2.01194,X,X,X,X,X,X,1834,68,91156
States,Alabama,2014,10,X,1.99863,X,X,X,X,X,X,204,24,10207
States,Alaska,2014,10,X,0.942588,X,X,X,X,X,X,22,9,2334
States,Arizona,2014,10,X,1.73595,X,X,X,X,X,X,446,55,25692
States,Arkansas,2014,10,X,2.30399,X,X,X,X,X,X,67,11,2908
States,California,2014,10,X,2.72134,X,X,X,X,X,X,1034,122,37996
States,Colorado,2014,10,X,0.922708,X,X,X,X,X,X,223,11,24168
States,Connecticut,2014,10,X,2.50557,X,X,X,X,X,X,90,14,3592
States,Delaware,2014,10,X,1.95587,X,X,X,X,X,X,39,11,1994
States,District of Columbia,2014,10,X,7.78073,X,X,X,X,X,X,88,2,1131
States,Florida,2014,10,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2014,10,X,0.814624,X,X,X,X,X,X,168,36,20623
States,Hawaii,2014,10,X,6.30225,X,X,X,X,X,X,98,14,1555
States,Idaho,2014,10,X,2.00494,X,X,X,X,X,X,65,10,3242
States,Illinois,2014,10,X,1.849,X,X,X,X,X,X,1033,106,55868
States,Indiana,2014,10,X,1.34899,X,X,X,X,X,X,116,37,8599
States,Iowa,2014,10,X,0.247295,X,X,X,X,X,X,80,21,32350
States,Kansas,2014,10,X,1.4466,X,X,X,X,X,X,102,30,7051
States,Kentucky,2014,10,X,0.322959,X,X,X,X,X,X,55,14,17030
States,Louisiana,2014,10,X,2.82952,X,X,X,X,X,X,881,57,31136
States,Maine,2014,10,X,1.52855,X,X,X,X,X,X,83,30,5430
States,Maryland,2014,10,X,1.22427,X,X,X,X,X,X,116,25,9475
States,Massachusetts,2014,10,X,1.3024,X,X,X,X,X,X,366,52,28102
States,Michigan,2014,10,X,2.25215,X,X,X,X,X,X,306,48,13587
States,Minnesota,2014,10,X,2.27225,X,X,X,X,X,X,109,18,4797
States,Mississippi,2014,10,X,3.07097,X,X,X,X,X,X,540,44,17584
States,Missouri,2014,10,X,1.40174,X,X,X,X,X,X,100,22,7134
States,Montana,2014,10,X,0.403522,X,X,X,X,X,X,11,8,2726
States,Nebraska,2014,10,X,0.97269,X,X,X,X,X,X,26,16,2673
States,Nevada,2014,10,X,0.972376,X,X,X,X,X,X,176,41,18100
States,New Hampshire,2014,10,X,0.294827,X,X,X,X,X,X,11,23,3731
States,New Jersey,2014,10,X,2.75766,X,X,X,X,X,X,278,25,10081
States,New Mexico,2014,10,X,2.05069,X,X,X,X,X,X,250,29,12191
States,New York,2014,10,X,1.78227,X,X,X,X,X,X,296,160,16608
States,North Carolina,2014,10,X,1.312,X,X,X,X,X,X,187,49,14253
States,North Dakota,2014,10,X,0.882553,X,X,X,X,X,X,13,8,1473
States,Ohio,2014,10,X,0.995671,X,X,X,X,X,X,161,52,16170
States,Oklahoma,2014,10,X,3.4255,X,X,X,X,X,X,140,21,4087
States,Oregon,2014,10,X,0.508044,X,X,X,X,X,X,18,16,3543
States,Pennsylvania,2014,10,X,1.46823,X,X,X,X,X,X,192,48,13077
States,Rhode Island,2014,10,X,0.495433,X,X,X,X,X,X,32,20,6459
States,South Carolina,2014,10,X,0.288971,X,X,X,X,X,X,18,16,6229
States,South Dakota,2014,10,X,2.00293,X,X,X,X,X,X,123,24,6141
States,Tennessee,2014,10,X,1.6397,X,X,X,X,X,X,150,50,9148
States,Texas,2014,10,X,3.78548,X,X,X,X,X,X,1555,114,41078
States,Utah,2014,10,X,2.54926,X,X,X,X,X,X,339,32,13298
States,Vermont,2014,10,X,2.78364,X,X,X,X,X,X,66,9,2371
States,Virginia,2014,10,X,2.26653,X,X,X,X,X,X,1638,112,72269
States,Washington,2014,10,X,0.724638,X,X,X,X,X,X,35,14,4830
States,West Virginia,2014,10,X,1.24209,X,X,X,X,X,X,163,41,13123
States,Wisconsin,2014,10,X,2.17066,X,X,X,X,X,X,145,31,6680
States,Wyoming,2014,10,X,0.978887,X,X,X,X,X,X,51,22,5210
States,Puerto Rico,2014,10,X,2.87278,X,X,X,X,X,X,21,1,731
States,Virgin Islands,2014,10,X,2.15311,X,X,X,X,X,X,9,1,418
States,New York City,2014,10,X,2.41774,X,X,X,X,X,X,2191,61,90622
States,Alabama,2014,11,X,1.75817,X,X,X,X,X,X,163,23,9271
States,Alaska,2014,11,X,0.452148,X,X,X,X,X,X,6,6,1327
States,Arizona,2014,11,X,1.50055,X,X,X,X,X,X,352,53,23458
States,Arkansas,2014,11,X,1.69389,X,X,X,X,X,X,56,10,3306
States,California,2014,11,X,2.31375,X,X,X,X,X,X,882,119,38120
States,Colorado,2014,11,X,0.923341,X,X,X,X,X,X,215,11,23285
States,Connecticut,2014,11,X,1.8018,X,X,X,X,X,X,28,15,1554
States,Delaware,2014,11,X,1.18017,X,X,X,X,X,X,30,11,2542
States,District of Columbia,2014,11,X,8.17052,X,X,X,X,X,X,92,2,1126
States,Florida,2014,11,X,X,X,X,X,X,X,X,X,X,X
States,Georgia,2014,11,X,0.629599,X,X,X,X,X,X,160,36,25413
States,Hawaii,2014,11,X,4.625,X,X,X,X,X,X,74,15,1600
States,Idaho,2014,11,X,0.818063,X,X,X,X,X,X,25,10,3056
States,Illinois,2014,11,X,1.98314,X,X,X,X,X,X,1101,104,55518
States,Indiana,2014,11,X,1.33333,X,X,X,X,X,X,95,37,7125
States,Iowa,2014,11,X,0.249384,X,X,X,X,X,X,80,19,32079
States,Kansas,2014,11,X,1.8649,X,X,X,X,X,X,127,28,6810
States,Kentucky,2014,11,X,0.176417,X,X,X,X,X,X,37,16,20973
States,Louisiana,2014,11,X,2.13324,X,X,X,X,X,X,716,56,33564
States,Maine,2014,11,X,1.21849,X,X,X,X,X,X,58,32,4760
States,Maryland,2014,11,X,0.858779,X,X,X,X,X,X,108,25,12576
States,Massachusetts,2014,11,X,1.27717,X,X,X,X,X,X,349,52,27326
States,Michigan,2014,11,X,2.0962,X,X,X,X,X,X,319,49,15218
States,Minnesota,2014,11,X,1.88838,X,X,X,X,X,X,90,17,4766
States,Mississippi,2014,11,X,2.18562,X,X,X,X,X,X,284,39,12994
States,Missouri,2014,11,X,1.78872,X,X,X,X,X,X,117,20,6541
States,Montana,2014,11,X,0,X,X,X,X,X,X,0,9,2931
States,Nebraska,2014,11,X,1.09393,X,X,X,X,X,X,29,15,2651
States,Nevada,2014,11,X,1.02816,X,X,X,X,X,X,184,39,17896
States,New Hampshire,2014,11,X,0.492914,X,X,X,X,X,X,16,25,3246
States,New Jersey,2014,11,X,2.67035,X,X,X,X,X,X,290,25,10860
States,New Mexico,2014,11,X,2.09476,X,X,X,X,X,X,233,26,11123
States,New York,2014,11,X,1.9047,X,X,X,X,X,X,277,151,14543
States,North Carolina,2014,11,X,1.15326,X,X,X,X,X,X,145,48,12573
States,North Dakota,2014,11,X,0.712695,X,X,X,X,X,X,16,11,2245
States,Ohio,2014,11,X,0.796262,X,X,X,X,X,X,121,50,15196
States,Oklahoma,2014,11,X,3.00021,X,X,X,X,X,X,142,21,4733
States,Oregon,2014,11,X,0.44603,X,X,X,X,X,X,15,15,3363
States,Pennsylvania,2014,11,X,1.5927,X,X,X,X,X,X,192,44,12055
States,Rhode Island,2014,11,X,0.642958,X,X,X,X,X,X,32,20,4977
States,South Carolina,2014,11,X,0.445996,X,X,X,X,X,X,23,14,5157
States,South Dakota,2014,11,X,1.07623,X,X,X,X,X,X,60,24,5575
States,Tennessee,2014,11,X,1.03913,X,X,X,X,X,X,94,50,9046
States,Texas,2014,11,X,3.66299,X,X,X,X,X,X,1323,112,36118
States,Utah,2014,11,X,2.10766,X,X,X,X,X,X,388,43,18409
States,Vermont,2014,11,X,2.98651,X,X,X,X,X,X,62,9,2076
States,Virginia,2014,11,X,1.89497,X,X,X,X,X,X,1412,109,74513
States,Washington,2014,11,X,0.65596,X,X,X,X,X,X,29,14,4421
States,West Virginia,2014,11,X,0.838142,X,X,X,X,X,X,122,38,14556
States,Wisconsin,2014,11,X,1.95062,X,X,X,X,X,X,128,30,6562
States,Wyoming,2014,11,X,0.601358,X,X,X,X,X,X,31,21,5155
States,Puerto Rico,2014,11,X,3.52021,X,X,X,X,X,X,27,1,767
States,Virgin Islands,2014,11,X,1.21359,X,X,X,X,X,X,5,1,412
States,New York City,2014,11,X,2.8097,X,X,X,X,X,X,2748,58,97804
States,Alabama,2014,12,X,1.44337,X,X,X,X,X,X,131,24,9076
States,Alaska,2014,12,X,0.740096,X,X,X,X,X,X,17,9,2297
States,Arizona,2014,12,X,1.48581,X,X,X,X,X,X,356,53,23960
States,Arkansas,2014,12,X,1.16215,X,X,X,X,X,X,42,11,3614
States,California,2014,12,X,2.39688,X,X,X,X,X,X,892,121,37215
States,Colorado,2014,12,X,0.669817,X,X,X,X,X,X,163,11,24335
